date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:04:13	330425/330425	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Aug%202021%2013:09:50%20GMT	https://images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/CYEVVCKOScG7Ha76op7w_image_50371329.JPG?fit=max&w=1800&auto=format,compress	/Users/dariocenko/websites/RODOSCOPY/images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/CYEVVCKOScG7Ha76op7w_image_503713298417.jpg	(from https://www.rodos614.com/)
00:04:13	3880/3880	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:12%20GMT	https://www.rodos614.com/online-ordering/	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/online-ordering/index.html	(from https://www.rodos614.com/)
00:04:13	22698/22698	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:13%20GMT	https://www.rodos614.com/location/rodos-european-grill/	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/location/rodos-european-grill/index.html	(from https://www.rodos614.com/)
00:04:13	56882/56882	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:13%20GMT	https://www.rodos614.com/menus/	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/menus/index.html	(from https://www.rodos614.com/)
00:04:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Aug%202021%2004:04:14%20GMT	https://www.rodos614.com/menus	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/menus	(from https://www.rodos614.com/)
00:04:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Aug%202021%2004:04:15%20GMT	https://www.rodos614.com/catering	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/catering	(from https://www.rodos614.com/)
00:04:16	20806/20806	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:16%20GMT	https://www.rodos614.com/about/	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/about/index.html	(from https://www.rodos614.com/)
00:04:16	41335/41335	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:16%20GMT	https://www.rodos614.com/catering/	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/catering/index.html	(from https://www.rodos614.com/)
00:04:16	25389/25389	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:16%20GMT	https://www.rodos614.com/jobs/	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/jobs/index.html	(from https://www.rodos614.com/)
00:04:16	25343/25343	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:16%20GMT	https://www.rodos614.com/press/	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/press/index.html	(from https://www.rodos614.com/)
00:04:18	227482/227482	---M-Z	200	added ('OK')	text/javascript	etag:%220b67a2b0336916c08d8ec91245982003%22	https://theme-assets.getbento.com/osaka/0e3de0b.osaka/assets/js/foot.libs.min.js	/Users/dariocenko/websites/RODOSCOPY/theme-assets.getbento.com/osaka/0e3de0b.osaka/assets/js/foot.libs.min.js	(from https://www.rodos614.com/)
00:04:18	23553/23553	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:17%20GMT	https://www.rodos614.com/contact/	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/contact/index.html	(from https://www.rodos614.com/)
00:04:19	1020856/1020856	---M-Z	200	added ('OK')	text/javascript	etag:%221b0c884a27036892b74fb6900159ab5e%22	https://theme-assets.getbento.com/osaka/0e3de0b.osaka/assets/js/bentobox.min.js	/Users/dariocenko/websites/RODOSCOPY/theme-assets.getbento.com/osaka/0e3de0b.osaka/assets/js/bentobox.min.js	(from https://www.rodos614.com/)
00:04:19	20330/20330	---M-Z	200	added ('OK')	application/javascript	etag:W/%22606c9e0b-4f6a%22	https://assets-cdn.getbento.com/static/analytics/js/bento-analytics.min.a7c4b9308d08.js	/Users/dariocenko/websites/RODOSCOPY/assets-cdn.getbento.com/static/analytics/js/bento-analytics.min.a7c4b9308d08.js	(from https://www.rodos614.com/)
00:04:21	120/120	---M--	200	added ('OK')	text/plain	date:Wed,%2011%20Aug%202021%2004:04:20%20GMT	http://assets-cdn-refresh.getbento.com/robots.txt		(from https://www.rodos614.com/)
00:04:22	26004/26004	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Aug%202021%2000:34:19%20GMT	https://images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/27325Image2020-12-30at7.32.16PM.jpg?w=1800&fit=max&auto=compress,format&h=1800	/Users/dariocenko/websites/RODOSCOPY/images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/27325Image2020-12-30at7.32.16PMb729.jpg	(from https://www.rodos614.com/online-ordering/)
00:04:23	28460/28460	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260b731fa-6f2c%22	https://rec.smartlook.com/recorder.js	/Users/dariocenko/websites/RODOSCOPY/rec.smartlook.com/recorder.js	(from https://www.rodos614.com/online-ordering/)
00:04:23	3880/3880	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:23%20GMT	https://rodos614.getbento.com/online-ordering/	/Users/dariocenko/websites/RODOSCOPY/rodos614.getbento.com/online-ordering/index.html	(from https://www.rodos614.com/online-ordering/)
00:04:25	1587550/1587550	---M-Z	200	added ('OK')	application/javascript	etag:%22c9f83c0d17eb682836243640ddfddcb6%22	https://app-assets.getbento.com/online-ordering/305c1a0/vendors_bundle.js	/Users/dariocenko/websites/RODOSCOPY/app-assets.getbento.com/online-ordering/305c1a0/vendors_bundle.js	(from https://www.rodos614.com/online-ordering/)
00:04:25	80923/80923	---M-Z	200	added ('OK')	application/javascript	etag:%228c36140df7b1d96a856fa0c791b766c4%22	https://app-assets.getbento.com/online-ordering/305c1a0/main_bundle.js	/Users/dariocenko/websites/RODOSCOPY/app-assets.getbento.com/online-ordering/305c1a0/main_bundle.js	(from https://www.rodos614.com/online-ordering/)
00:04:26	96280/96280	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Aug%202021%2004:04:25%20GMT	https://images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/377771b1a15a4-d824-4363-b881-44c3052f4042-restaurant_1208_ac_01.jpg?w=1200&fit=crop&auto=compress,format&h=600	/Users/dariocenko/websites/RODOSCOPY/images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/377771b1a15a4-d824-4363-b881-44c3052f4042-restaurant_1208_ac_0111d2.jpg	(from https://www.rodos614.com/about/)
00:04:27	59910/59910	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Aug%202021%2023:36:13%20GMT	https://images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/377771b1a15a4-d824-4363-b881-44c3052f4042-restaurant_1208_ac_01.jpg?fit=max&w=1800&auto=format,compress	/Users/dariocenko/websites/RODOSCOPY/images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/377771b1a15a4-d824-4363-b881-44c3052f4042-restaurant_1208_ac_018417.jpg	(from https://www.rodos614.com/about/)
00:04:28	46834/46834	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Aug%202021%2004:04:27%20GMT	https://images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/377771b1a15a4-d824-4363-b881-44c3052f4042-restaurant_1208_ac_01.jpg?w=600&fit=max&auto=compress,format&h=600	/Users/dariocenko/websites/RODOSCOPY/images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/377771b1a15a4-d824-4363-b881-44c3052f4042-restaurant_1208_ac_010982.jpg	(from https://www.rodos614.com/press/)
00:04:29	24554/24554	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Aug%202021%2004:04:28%20GMT	https://images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/79999480aef43-277b-4e1d-ad1c-7815f6ef7afb-restaurant_1208_ac_02.jfif?w=600&fit=max&auto=compress,format&h=600	/Users/dariocenko/websites/RODOSCOPY/images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/79999480aef43-277b-4e1d-ad1c-7815f6ef7afb-restaurant_1208_ac_020982.jpg	(from https://www.rodos614.com/press/)
00:04:30	32993/32993	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Aug%202021%2004:04:29%20GMT	https://images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/74176Rodos-1150x550.jpg?w=600&fit=max&auto=compress,format&h=600	/Users/dariocenko/websites/RODOSCOPY/images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/74176Rodos-1150x5500982.jpg	(from https://www.rodos614.com/press/)
00:04:30	124/124	---M--	200	added ('OK')	text/plain	date:Wed,%2011%20Aug%202021%2004:04:30%20GMT	https://rodos614.getbento.com/robots.txt		(from https://www.rodos614.com/online-ordering/)
00:04:32	120/120	---M--	200	added ('OK')	text/plain	date:Wed,%2011%20Aug%202021%2004:04:31%20GMT	http://assets-cdn-refresh.getbento.com/robots.txt		(from https://www.rodos614.com/)
00:04:33	3880/3880	---M--	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2004:04:33%20GMT	https://www.rodos614.com/online-ordering/	/Users/dariocenko/websites/RODOSCOPY/www.rodos614.com/online-ordering/index.html	(from https://www.rodos614.com/)
00:05:28	173925/173925	URF---	200	added ('OK%20(cached)')	image/png		https://images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/10876logo.png	/Users/dariocenko/websites/RODOSCOPY/images.getbento.com/accounts/00edaf3ebdbc296b4ce97fe6b425e450/media/images/10876logo.png	(from https://www.rodos614.com/)
00:05:29	124/124	---M--	200	added ('OK')	text/plain	date:Wed,%2011%20Aug%202021%2004:05:29%20GMT	https://rodos614.getbento.com/robots.txt		(from https://www.rodos614.com/online-ordering/)
